Date,Station,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,month,year,week,YearWeek,rh,daily_Tavg_lag_1,daily_Tavg_lag_2,daily_Tavg_lag_3,daily_Tavg_lag_4,daily_Tavg_lag_5,daily_rh_lag_1,daily_rh_lag_2,daily_rh_lag_3,daily_rh_lag_4,daily_rh_lag_5,weekly_Tavg_lag_1,weekly_Tavg_lag_2,weekly_Tavg_lag_3,weekly_Tavg_lag_4,weekly_Tavg_lag_5,weekly_rh_lag_1,weekly_rh_lag_2,weekly_rh_lag_3,weekly_rh_lag_4,weekly_rh_lag_5,weekly_precip_lag_1,weekly_precip_lag_2,weekly_precip_lag_3,weekly_precip_lag_4,weekly_precip_lag_5,weekly_StnPressure_lag_1,weekly_StnPressure_lag_2,weekly_StnPressure_lag_3,weekly_StnPressure_lag_4,weekly_StnPressure_lag_5,weekly_SeaLevel_lag_1,weekly_SeaLevel_lag_2,weekly_SeaLevel_lag_3,weekly_SeaLevel_lag_4,weekly_SeaLevel_lag_5
2007-05-11,1,70,51,60.5, 4,42,51,4, 0,0436,1860, ,0.0,29.33,30.04,11.3,3,12.9,5,2007,19,200719,50.45394742146373,70.0,69.0,68.0,65.0,58.5,52.83156593782089,70.47782542093019,70.37250898029913,41.43795063649971,33.70218165157681,58.083333333333336,0.0,0.0,0.0,0.0,52.88682211801731,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,29.358333333333334,0.0,0.0,0.0,0.0,30.078333333333333,0.0,0.0,0.0,0.0
2007-05-12,1,64,46,55.0,-2,36,46,10, 0,0435,1901, ,0.0,29.49,30.2,12.4,3,12.9,5,2007,19,200719,48.643418906488094,60.5,70.0,69.0,68.0,65.0,50.45394742146373,52.83156593782089,70.47782542093019,70.37250898029913,41.43795063649971,58.083333333333336,0.0,0.0,0.0,0.0,52.88682211801731,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,29.358333333333334,0.0,0.0,0.0,0.0,30.078333333333333,0.0,0.0,0.0,0.0
2007-05-13,1,69,43,56.0,-2,33,46,9, 0,0434,1902, ,0.0,29.49,30.24,6.6,14,8.1,5,2007,19,200719,41.62640078927803,55.0,60.5,70.0,69.0,68.0,48.643418906488094,50.45394742146373,52.83156593782089,70.47782542093019,70.37250898029913,58.083333333333336,0.0,0.0,0.0,0.0,52.88682211801731,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,29.358333333333334,0.0,0.0,0.0,0.0,30.078333333333333,0.0,0.0,0.0,0.0
2007-05-14,1,90,56,73.0,15,47,59,0, 8,0433,1903, ,0.0,29.23,29.97,16.9,21,17.3,5,2007,20,200720,39.61405665086182,56.0,55.0,60.5,70.0,69.0,41.62640078927803,48.643418906488094,50.45394742146373,52.83156593782089,70.47782542093019,63.357142857142854,58.083333333333336,0.0,0.0,0.0,53.69194544182568,52.88682211801731,0.0,0.0,0.0,0.032857142857142856,0.03333333333333333,0.0,0.0,0.0,29.34142857142857,29.358333333333334,0.0,0.0,0.0,30.07,30.078333333333333,0.0,0.0,0.0
2007-05-15,1,80,57,68.5,11,56,61,0, 4,0432,1904,RA BR,0.38,29.13,29.84,8.1,27,12.3,5,2007,20,200720,64.3619510985897,73.0,56.0,55.0,60.5,70.0,39.61405665086182,41.62640078927803,48.643418906488094,50.45394742146373,52.83156593782089,63.357142857142854,58.083333333333336,0.0,0.0,0.0,53.69194544182568,52.88682211801731,0.0,0.0,0.0,0.032857142857142856,0.03333333333333333,0.0,0.0,0.0,29.34142857142857,29.358333333333334,0.0,0.0,0.0,30.07,30.078333333333333,0.0,0.0,0.0
2007-05-16,1,66,44,55.0,-4,43,48,10, 0,0431,1905,RA BR,0.14,29.33,30.03,7.8,36,12.2,5,2007,20,200720,63.88756454843504,68.5,73.0,56.0,55.0,60.5,64.3619510985897,39.61405665086182,41.62640078927803,48.643418906488094,50.45394742146373,63.357142857142854,58.083333333333336,0.0,0.0,0.0,53.69194544182568,52.88682211801731,0.0,0.0,0.0,0.032857142857142856,0.03333333333333333,0.0,0.0,0.0,29.34142857142857,29.358333333333334,0.0,0.0,0.0,30.07,30.078333333333333,0.0,0.0,0.0
2007-05-17,1,62,43,52.5,-6,32,43,12, 0,0430,1906, ,0.0,29.55,30.27,10.5,3,11.3,5,2007,20,200720,45.432605606529094,55.0,68.5,73.0,56.0,55.0,63.88756454843504,64.3619510985897,39.61405665086182,41.62640078927803,48.643418906488094,63.357142857142854,58.083333333333336,0.0,0.0,0.0,53.69194544182568,52.88682211801731,0.0,0.0,0.0,0.032857142857142856,0.03333333333333333,0.0,0.0,0.0,29.34142857142857,29.358333333333334,0.0,0.0,0.0,30.07,30.078333333333333,0.0,0.0,0.0
2007-05-18,1,71,42,56.5,-3,30,46,8, 0,0429,1907, ,0.0,29.53,30.25,5.4,25,7.5,5,2007,20,200720,36.21624570887742,52.5,55.0,68.5,73.0,56.0,45.432605606529094,63.88756454843504,64.3619510985897,39.61405665086182,41.62640078927803,63.357142857142854,58.083333333333336,0.0,0.0,0.0,53.69194544182568,52.88682211801731,0.0,0.0,0.0,0.032857142857142856,0.03333333333333333,0.0,0.0,0.0,29.34142857142857,29.358333333333334,0.0,0.0,0.0,30.07,30.078333333333333,0.0,0.0,0.0
2007-05-19,1,80,56,68.0, 8,39,53,0, 3,0428,1908, ,0.0,29.34,30.08,11.1,24,11.4,5,2007,20,200720,34.55825190759422,56.5,52.5,55.0,68.5,73.0,36.21624570887742,45.432605606529094,63.88756454843504,64.3619510985897,39.61405665086182,63.357142857142854,58.083333333333336,0.0,0.0,0.0,53.69194544182568,52.88682211801731,0.0,0.0,0.0,0.032857142857142856,0.03333333333333333,0.0,0.0,0.0,29.34142857142857,29.358333333333334,0.0,0.0,0.0,30.07,30.078333333333333,0.0,0.0,0.0
2007-05-20,1,69,43,56.0,-5,40,44,9, 0,0427,1909,RA VCTS,0.07,29.38,30.11,10.4,4,10.7,5,2007,20,200720,54.87491930550421,68.0,56.5,52.5,55.0,68.5,34.55825190759422,36.21624570887742,45.432605606529094,63.88756454843504,64.3619510985897,63.357142857142854,58.083333333333336,0.0,0.0,0.0,53.69194544182568,52.88682211801731,0.0,0.0,0.0,0.032857142857142856,0.03333333333333333,0.0,0.0,0.0,29.34142857142857,29.358333333333334,0.0,0.0,0.0,30.07,30.078333333333333,0.0,0.0,0.0
2007-05-21,1,80,44,62.0, 1,50,56,3, 0,0426,1910, ,0.0,29.33,30.06,6.3,11,8.2,5,2007,21,200721,64.75536744234604,56.0,68.0,56.5,52.5,55.0,54.87491930550421,34.55825190759422,36.21624570887742,45.432605606529094,63.88756454843504,61.357142857142854,63.357142857142854,58.083333333333336,0.0,0.0,48.420799260913064,53.69194544182568,52.88682211801731,0.0,0.0,0.0842857142857143,0.032857142857142856,0.03333333333333333,0.0,0.0,29.35571428571429,29.34142857142857,29.358333333333334,0.0,0.0,30.07857142857143,30.07,30.078333333333333,0.0,0.0
2007-05-22,1,87,55,71.0,10,46,58,0, 6,0425,1911, ,0.0,29.34,30.06,10.0,18,10.2,5,2007,21,200721,40.8162829528235,62.0,56.0,68.0,56.5,52.5,64.75536744234604,54.87491930550421,34.55825190759422,36.21624570887742,45.432605606529094,61.357142857142854,63.357142857142854,58.083333333333336,0.0,0.0,48.420799260913064,53.69194544182568,52.88682211801731,0.0,0.0,0.0842857142857143,0.032857142857142856,0.03333333333333333,0.0,0.0,29.35571428571429,29.34142857142857,29.358333333333334,0.0,0.0,30.07857142857143,30.07,30.078333333333333,0.0,0.0
2007-05-23,1,89,60,74.5,14,49,61,0,10,0425,1912, ,0.0,29.39,30.1,11.4,19,11.8,5,2007,21,200721,40.60185737335203,71.0,62.0,56.0,68.0,56.5,40.8162829528235,64.75536744234604,54.87491930550421,34.55825190759422,36.21624570887742,61.357142857142854,63.357142857142854,58.083333333333336,0.0,0.0,48.420799260913064,53.69194544182568,52.88682211801731,0.0,0.0,0.0842857142857143,0.032857142857142856,0.03333333333333333,0.0,0.0,29.35571428571429,29.34142857142857,29.358333333333334,0.0,0.0,30.07857142857143,30.07,30.078333333333333,0.0,0.0
2007-05-24,1,88,63,75.5,14,54,63,0,11,0424,1913,RA HZ,0.02,29.41,30.11,14.9,21,17.3,5,2007,21,200721,47.23031362752984,74.5,71.0,62.0,56.0,68.0,40.60185737335203,40.8162829528235,64.75536744234604,54.87491930550421,34.55825190759422,61.357142857142854,63.357142857142854,58.083333333333336,0.0,0.0,48.420799260913064,53.69194544182568,52.88682211801731,0.0,0.0,0.0842857142857143,0.032857142857142856,0.03333333333333333,0.0,0.0,29.35571428571429,29.34142857142857,29.358333333333334,0.0,0.0,30.07857142857143,30.07,30.078333333333333,0.0,0.0
2007-05-25,1,70,56,63.0, 1,44,53,2, 0,0423,1914, ,0.1,29.51,30.24,4.9,5,8.8,5,2007,21,200721,49.8705481833715,75.5,74.5,71.0,62.0,56.0,47.23031362752984,40.60185737335203,40.8162829528235,64.75536744234604,54.87491930550421,61.357142857142854,63.357142857142854,58.083333333333336,0.0,0.0,48.420799260913064,53.69194544182568,52.88682211801731,0.0,0.0,0.0842857142857143,0.032857142857142856,0.03333333333333333,0.0,0.0,29.35571428571429,29.34142857142857,29.358333333333334,0.0,0.0,30.07857142857143,30.07,30.078333333333333,0.0,0.0
2007-05-26,1,65,49,57.0,-5,55,56,8, 0,0422,1915,TSRA RA BR HZ,1.01,29.36,30.11,2.8,17,7.2,5,2007,21,200721,93.01460189044892,63.0,75.5,74.5,71.0,62.0,49.8705481833715,47.23031362752984,40.60185737335203,40.8162829528235,64.75536744234604,61.357142857142854,63.357142857142854,58.083333333333336,0.0,0.0,48.420799260913064,53.69194544182568,52.88682211801731,0.0,0.0,0.0842857142857143,0.032857142857142856,0.03333333333333333,0.0,0.0,29.35571428571429,29.34142857142857,29.358333333333334,0.0,0.0,30.07857142857143,30.07,30.078333333333333,0.0,0.0
2007-05-27,1,75,57,66.0, 4,47,56,0, 1,0422,1916,RA BR,0.04,29.34,30.06,8.9,26,9.5,5,2007,21,200721,50.321942209439584,57.0,63.0,75.5,74.5,71.0,93.01460189044892,49.8705481833715,47.23031362752984,40.60185737335203,40.8162829528235,61.357142857142854,63.357142857142854,58.083333333333336,0.0,0.0,48.420799260913064,53.69194544182568,52.88682211801731,0.0,0.0,0.0842857142857143,0.032857142857142856,0.03333333333333333,0.0,0.0,29.35571428571429,29.34142857142857,29.358333333333334,0.0,0.0,30.07857142857143,30.07,30.078333333333333,0.0,0.0
2007-05-28,1,79,50,64.5, 2,47,56,0, 0,0421,1916,RA,0.1,29.43,30.15,4.8,10,5.3,5,2007,22,200722,53.01833907084615,66.0,57.0,63.0,75.5,74.5,50.321942209439584,93.01460189044892,49.8705481833715,47.23031362752984,40.60185737335203,67.0,61.357142857142854,63.357142857142854,58.083333333333336,0.0,55.23013052561591,48.420799260913064,53.69194544182568,52.88682211801731,0.0,0.16714285714285718,0.0842857142857143,0.032857142857142856,0.03333333333333333,0.0,29.382857142857144,29.35571428571429,29.34142857142857,29.358333333333334,0.0,30.10571428571429,30.07857142857143,30.07,30.078333333333333,0.0
2007-05-29,1,88,60,74.0,10,58,65,0, 9,0421,1917,BR HZ,0.0,29.39,30.11,5.8,18,6.5,5,2007,22,200722,57.39844888625208,64.5,66.0,57.0,63.0,75.5,53.01833907084615,50.321942209439584,93.01460189044892,49.8705481833715,47.23031362752984,67.0,61.357142857142854,63.357142857142854,58.083333333333336,0.0,55.23013052561591,48.420799260913064,53.69194544182568,52.88682211801731,0.0,0.16714285714285718,0.0842857142857143,0.032857142857142856,0.03333333333333333,0.0,29.382857142857144,29.35571428571429,29.34142857142857,29.358333333333334,0.0,30.10571428571429,30.07857142857143,30.07,30.078333333333333,0.0
2007-05-30,1,87,66,76.5,13,58,65,0,12,0420,1918,HZ,0.0,29.31,30.04,10.3,19,10.6,5,2007,22,200722,52.804909307174874,74.0,64.5,66.0,57.0,63.0,57.39844888625208,53.01833907084615,50.321942209439584,93.01460189044892,49.8705481833715,67.0,61.357142857142854,63.357142857142854,58.083333333333336,0.0,55.23013052561591,48.420799260913064,53.69194544182568,52.88682211801731,0.0,0.16714285714285718,0.0842857142857143,0.032857142857142856,0.03333333333333333,0.0,29.382857142857144,29.35571428571429,29.34142857142857,29.358333333333334,0.0,30.10571428571429,30.07857142857143,30.07,30.078333333333333,0.0
2007-05-31,1,78,65,71.5, 8,61,65,0, 7,0420,1919,RA HZ,0.01,29.28,30.0,9.3,19,9.9,5,2007,22,200722,69.49792247092239,76.5,74.0,64.5,66.0,57.0,52.804909307174874,57.39844888625208,53.01833907084615,50.321942209439584,93.01460189044892,67.0,61.357142857142854,63.357142857142854,58.083333333333336,0.0,55.23013052561591,48.420799260913064,53.69194544182568,52.88682211801731,0.0,0.16714285714285718,0.0842857142857143,0.032857142857142856,0.03333333333333333,0.0,29.382857142857144,29.35571428571429,29.34142857142857,29.358333333333334,0.0,30.10571428571429,30.07857142857143,30.07,30.078333333333333,0.0
2007-06-01,1,85,62,73.5,10,63,66,0, 9,0419,1920,TSRA BR HZ,0.19,29.19,29.91,4.2,17,6.4,6,2007,22,200722,69.71135475133407,71.5,76.5,74.0,64.5,66.0,69.49792247092239,52.804909307174874,57.39844888625208,53.01833907084615,50.321942209439584,67.0,61.357142857142854,63.357142857142854,58.083333333333336,0.0,55.23013052561591,48.420799260913064,53.69194544182568,52.88682211801731,0.0,0.16714285714285718,0.0842857142857143,0.032857142857142856,0.03333333333333333,0.0,29.382857142857144,29.35571428571429,29.34142857142857,29.358333333333334,0.0,30.10571428571429,30.07857142857143,30.07,30.078333333333333,0.0
2007-06-02,1,81,65,73.0, 9,63,67,0, 8,0419,1920,RA BR,0.04,29.03,29.77,6.5,22,7.4,6,2007,22,200722,70.89397217984008,73.5,71.5,76.5,74.0,64.5,69.71135475133407,69.49792247092239,52.804909307174874,57.39844888625208,53.01833907084615,67.0,61.357142857142854,63.357142857142854,58.083333333333336,0.0,55.23013052561591,48.420799260913064,53.69194544182568,52.88682211801731,0.0,0.16714285714285718,0.0842857142857143,0.032857142857142856,0.03333333333333333,0.0,29.382857142857144,29.35571428571429,29.34142857142857,29.358333333333334,0.0,30.10571428571429,30.07857142857143,30.07,30.078333333333333,0.0
2007-06-03,1,78,62,70.0, 6,60,63,0, 5,0418,1921,TSRA RA BR HZ,0.01,28.82,29.56,5.2,25,6.7,6,2007,22,200722,70.58262702474482,73.0,73.5,71.5,76.5,74.0,70.89397217984008,69.71135475133407,69.49792247092239,52.804909307174874,57.39844888625208,67.0,61.357142857142854,63.357142857142854,58.083333333333336,0.0,55.23013052561591,48.420799260913064,53.69194544182568,52.88682211801731,0.0,0.16714285714285718,0.0842857142857143,0.032857142857142856,0.03333333333333333,0.0,29.382857142857144,29.35571428571429,29.34142857142857,29.358333333333334,0.0,30.10571428571429,30.07857142857143,30.07,30.078333333333333,0.0
2007-06-04,1,71,58,64.5, 1,58,60,0, 0,0418,1922,TSRA RA BR,0.39,28.82,29.52,7.8,31,9.7,6,2007,23,200723,79.44623024518475,70.0,73.0,73.5,71.5,76.5,70.58262702474482,70.89397217984008,69.71135475133407,69.49792247092239,52.804909307174874,71.85714285714286,67.0,61.357142857142854,63.357142857142854,58.083333333333336,63.415367670159206,55.23013052561591,48.420799260913064,53.69194544182568,52.88682211801731,0.049999999999999996,0.16714285714285718,0.0842857142857143,0.032857142857142856,0.03333333333333333,29.207142857142856,29.382857142857144,29.35571428571429,29.34142857142857,29.358333333333334,29.934285714285714,30.10571428571429,30.07857142857143,30.07,30.078333333333333
2007-06-05,1,64,47,55.5,-9,48,51,9, 0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,6,2007,23,200723,75.83271310200462,64.5,70.0,73.0,73.5,71.5,79.44623024518475,70.58262702474482,70.89397217984008,69.71135475133407,69.49792247092239,71.85714285714286,67.0,61.357142857142854,63.357142857142854,58.083333333333336,63.415367670159206,55.23013052561591,48.420799260913064,53.69194544182568,52.88682211801731,0.049999999999999996,0.16714285714285718,0.0842857142857143,0.032857142857142856,0.03333333333333333,29.207142857142856,29.382857142857144,29.35571428571429,29.34142857142857,29.358333333333334,29.934285714285714,30.10571428571429,30.07857142857143,30.07,30.078333333333333
2007-06-06,1,71,44,57.5,-8,48,55,7, 0,0417,1923,RA,0.01,29.07,29.81,10.8,17,11.4,6,2007,23,200723,70.54654750434004,55.5,64.5,70.0,73.0,73.5,75.83271310200462,79.44623024518475,70.58262702474482,70.89397217984008,69.71135475133407,71.85714285714286,67.0,61.357142857142854,63.357142857142854,58.083333333333336,63.415367670159206,55.23013052561591,48.420799260913064,53.69194544182568,52.88682211801731,0.049999999999999996,0.16714285714285718,0.0842857142857143,0.032857142857142856,0.03333333333333333,29.207142857142856,29.382857142857144,29.35571428571429,29.34142857142857,29.358333333333334,29.934285714285714,30.10571428571429,30.07857142857143,30.07,30.078333333333333
2007-06-07,1,91,71,81.0,15,62,69,0,16,0417,1924, ,0.0,28.84,29.55,22.7,20,23.1,6,2007,23,200723,52.50833622360449,57.5,55.5,64.5,70.0,73.0,70.54654750434004,75.83271310200462,79.44623024518475,70.58262702474482,70.89397217984008,71.85714285714286,67.0,61.357142857142854,63.357142857142854,58.083333333333336,63.415367670159206,55.23013052561591,48.420799260913064,53.69194544182568,52.88682211801731,0.049999999999999996,0.16714285714285718,0.0842857142857143,0.032857142857142856,0.03333333333333333,29.207142857142856,29.382857142857144,29.35571428571429,29.34142857142857,29.358333333333334,29.934285714285714,30.10571428571429,30.07857142857143,30.07,30.078333333333333
2007-06-08,1,81,57,69.0, 3,53,61,0, 4,0417,1925, ,0.0,29.18,29.85,10.9,28,13.8,6,2007,23,200723,56.71557584367949,81.0,57.5,55.5,64.5,70.0,52.50833622360449,70.54654750434004,75.83271310200462,79.44623024518475,70.58262702474482,71.85714285714286,67.0,61.357142857142854,63.357142857142854,58.083333333333336,63.415367670159206,55.23013052561591,48.420799260913064,53.69194544182568,52.88682211801731,0.049999999999999996,0.16714285714285718,0.0842857142857143,0.032857142857142856,0.03333333333333333,29.207142857142856,29.382857142857144,29.35571428571429,29.34142857142857,29.358333333333334,29.934285714285714,30.10571428571429,30.07857142857143,30.07,30.078333333333333
2007-06-09,1,79,52,65.5, 0,47,57,0, 1,0416,1925, ,0.0,29.36,30.07,0.3,33,5.0,6,2007,23,200723,51.203257581843275,69.0,81.0,57.5,55.5,64.5,56.71557584367949,52.50833622360449,70.54654750434004,75.83271310200462,79.44623024518475,71.85714285714286,67.0,61.357142857142854,63.357142857142854,58.083333333333336,63.415367670159206,55.23013052561591,48.420799260913064,53.69194544182568,52.88682211801731,0.049999999999999996,0.16714285714285718,0.0842857142857143,0.032857142857142856,0.03333333333333333,29.207142857142856,29.382857142857144,29.35571428571429,29.34142857142857,29.358333333333334,29.934285714285714,30.10571428571429,30.07857142857143,30.07,30.078333333333333
2007-06-10,1,81,55,68.0, 1,51,59,0, 3,0416,1926, ,0.0,29.34,30.05,4.8,17,5.6,6,2007,23,200723,54.52642597791101,65.5,69.0,81.0,57.5,55.5,51.203257581843275,56.71557584367949,52.50833622360449,70.54654750434004,75.83271310200462,71.85714285714286,67.0,61.357142857142854,63.357142857142854,58.083333333333336,63.415367670159206,55.23013052561591,48.420799260913064,53.69194544182568,52.88682211801731,0.049999999999999996,0.16714285714285718,0.0842857142857143,0.032857142857142856,0.03333333333333333,29.207142857142856,29.382857142857144,29.35571428571429,29.34142857142857,29.358333333333334,29.934285714285714,30.10571428571429,30.07857142857143,30.07,30.078333333333333
2007-06-11,1,86,58,72.0, 5,52,61,0, 7,0416,1926, ,0.0,29.41,30.11,4.9,11,6.9,6,2007,24,200724,49.362092716414686,68.0,65.5,69.0,81.0,57.5,54.52642597791101,51.203257581843275,56.71557584367949,52.50833622360449,70.54654750434004,65.85714285714286,71.85714285714286,67.0,61.357142857142854,63.357142857142854,62.96844092550966,63.415367670159206,55.23013052561591,48.420799260913064,53.69194544182568,0.11714285714285713,0.049999999999999996,0.16714285714285718,0.0842857142857143,0.032857142857142856,29.101428571428574,29.207142857142856,29.382857142857144,29.35571428571429,29.34142857142857,29.805714285714284,29.934285714285714,30.10571428571429,30.07857142857143,30.07
2007-06-12,1,83,62,72.5, 5,50,60,0, 8,0416,1927, ,0.0,29.44,30.16,8.3,5,8.8,6,2007,24,200724,45.07290582720645,72.0,68.0,65.5,69.0,81.0,49.362092716414686,54.52642597791101,51.203257581843275,56.71557584367949,52.50833622360449,65.85714285714286,71.85714285714286,67.0,61.357142857142854,63.357142857142854,62.96844092550966,63.415367670159206,55.23013052561591,48.420799260913064,53.69194544182568,0.11714285714285713,0.049999999999999996,0.16714285714285718,0.0842857142857143,0.032857142857142856,29.101428571428574,29.207142857142856,29.382857142857144,29.35571428571429,29.34142857142857,29.805714285714284,29.934285714285714,30.10571428571429,30.07857142857143,30.07
2007-06-13,1,87,60,73.5, 6,53,62,0, 9,0416,1927, ,0.0,29.36,30.09,7.2,5,8.6,6,2007,24,200724,48.685085660938846,72.5,72.0,68.0,65.5,69.0,45.07290582720645,49.362092716414686,54.52642597791101,51.203257581843275,56.71557584367949,65.85714285714286,71.85714285714286,67.0,61.357142857142854,63.357142857142854,62.96844092550966,63.415367670159206,55.23013052561591,48.420799260913064,53.69194544182568,0.11714285714285713,0.049999999999999996,0.16714285714285718,0.0842857142857143,0.032857142857142856,29.101428571428574,29.207142857142856,29.382857142857144,29.35571428571429,29.34142857142857,29.805714285714284,29.934285714285714,30.10571428571429,30.07857142857143,30.07
